product_id,name,category,brand,price,rating,num_reviews,description,in_stock
P0035,OnePlus Smartphone 726,Smartphones,OnePlus,1033.74,4.5,63,"Smartphone with Face ID, Wireless Charging",True
P0036,Google Smartphone 666,Smartphones,Google,315.43,4.0,319,"Smartphone with Face ID, Dual Camera",True
P0037,Google Smartphone 370,Smartphones,Google,403.6,4.3,334,"Smartphone with Face ID, 5G, Wireless Charging",False
P0038,Google Smartphone 233,Smartphones,Google,244.09,4.1,292,"Smartphone with Dual Camera, Face ID, Wireless Charging",False
P0039,Xiaomi Smartphone 807,Smartphones,Xiaomi,209.67,3.9,308,"Smartphone with 5G, Dual Camera",True
P0040,OnePlus Smartphone 915,Smartphones,OnePlus,327.45,4.1,359,"Smartphone with Face ID, 5G",True
P0041,Apple Smartphone 995,Smartphones,Apple,553.68,4.5,419,"Smartphone with Dual Camera, 5G, Face ID",True
P0042,OnePlus Smartphone 440,Smartphones,OnePlus,224.79,4.3,413,"Smartphone with Dual Camera, Wireless Charging, 5G",True
P0043,OnePlus Smartphone 327,Smartphones,OnePlus,1072.17,4.6,166,"Smartphone with Wireless Charging, Dual Camera",True
P0044,Samsung Smartphone 436,Smartphones,Samsung,223.66,4.0,338,"Smartphone with 5G, Dual Camera, Face ID",False
P0045,Xiaomi Smartphone 998,Smartphones,Xiaomi,531.15,3.9,29,"Smartphone with Dual Camera, Face ID, Wireless Charging",True
P0046,Xiaomi Smartphone 421,Smartphones,Xiaomi,634.56,4.3,140,"Smartphone with 5G, Dual Camera, Wireless Charging",True
P0047,OnePlus Smartphone 651,Smartphones,OnePlus,201.69,4.5,45,"Smartphone with Face ID, Dual Camera",True
P0048,Xiaomi Smartphone 837,Smartphones,Xiaomi,513.92,4.4,177,"Smartphone with Face ID, Wireless Charging, Dual Camera",False
P0049,Google Smartphone 780,Smartphones,Google,754.41,4.2,217,"Smartphone with Dual Camera, Face ID, Wireless Charging",True
P0050,Google Smartphone 693,Smartphones,Google,486.91,4.2,355,"Smartphone with Wireless Charging, Dual Camera, Face ID",True
P0051,Xiaomi Smartphone 915,Smartphones,Xiaomi,673.19,4.4,273,"Smartphone with 5G, Dual Camera",True
P0052,Apple Smartphone 788,Smartphones,Apple,1018.42,4.9,22,"Smartphone with Dual Camera, 5G, Face ID",True
P0053,Samsung Smartphone 886,Smartphones,Samsung,1183.94,4.5,463,"Smartphone with Wireless Charging, Dual Camera",True
P0054,OnePlus Smartphone 771,Smartphones,OnePlus,694.38,4.0,122,"Smartphone with 5G, Dual Camera",True
P0055,Xiaomi Smartphone 968,Smartphones,Xiaomi,664.55,4.2,420,"Smartphone with Wireless Charging, 5G",False
P0056,Xiaomi Smartphone 873,Smartphones,Xiaomi,1187.89,4.5,469,"Smartphone with Wireless Charging, Face ID, Dual Camera",True
P0057,OnePlus Smartphone 960,Smartphones,OnePlus,650.07,4.4,150,"Smartphone with Wireless Charging, Face ID, 5G",False
P0058,Apple Smartphone 443,Smartphones,Apple,913.54,4.5,128,"Smartphone with 5G, Wireless Charging, Face ID",False
P0059,Samsung Smartphone 517,Smartphones,Samsung,906.42,4.1,115,"Smartphone with Wireless Charging, Dual Camera, 5G",False
P0060,OnePlus Smartphone 812,Smartphones,OnePlus,1104.84,4.5,13,"Smartphone with Wireless Charging, Dual Camera",True
P0061,Google Smartphone 955,Smartphones,Google,953.48,4.6,149,"Smartphone with Dual Camera, Wireless Charging, 5G",False
P0062,OnePlus Smartphone 795,Smartphones,OnePlus,229.02,4.1,328,"Smartphone with Dual Camera, Wireless Charging, 5G",True
P0063,OnePlus Smartphone 185,Smartphones,OnePlus,791.89,4.5,35,"Smartphone with Dual Camera, Wireless Charging, 5G",True
P0064,OnePlus Smartphone 445,Smartphones,OnePlus,527.35,4.2,437,"Smartphone with Face ID, Dual Camera, Wireless Charging",True
P0065,OnePlus Smartphone 458,Smartphones,OnePlus,219.38,4.2,30,"Smartphone with 5G, Face ID",True
P0066,Samsung Smartphone 256,Smartphones,Samsung,399.36,3.9,352,"Smartphone with Dual Camera, Wireless Charging",True
P0067,Xiaomi Smartphone 362,Smartphones,Xiaomi,1147.76,4.4,408,"Smartphone with Dual Camera, Face ID, 5G",True
P0068,Google Smartphone 419,Smartphones,Google,308.1,3.9,48,"Smartphone with Wireless Charging, Face ID, 5G",True
P0069,Apple Smartphone 800,Smartphones,Apple,897.19,4.6,282,"Smartphone with 5G, Dual Camera",False
P0070,Google Smartphone 112,Smartphones,Google,268.96,4.3,195,"Smartphone with Wireless Charging, 5G, Dual Camera",False
P0071,Samsung Smartphone 766,Smartphones,Samsung,635.49,4.3,432,"Smartphone with Wireless Charging, Dual Camera, Face ID",True
P0072,Google Smartphone 188,Smartphones,Google,1051.71,4.6,301,"Smartphone with Wireless Charging, 5G, Dual Camera",False
P0073,Google Smartphone 286,Smartphones,Google,228.7,4.4,184,"Smartphone with Dual Camera, Wireless Charging, Face ID",True
P0074,Xiaomi Smartphone 110,Smartphones,Xiaomi,901.18,4.3,378,"Smartphone with 5G, Wireless Charging",False
P0075,OnePlus Smartphone 587,Smartphones,OnePlus,755.18,4.2,160,"Smartphone with Wireless Charging, 5G, Face ID",True
P0076,OnePlus Smartphone 695,Smartphones,OnePlus,891.79,4.3,227,"Smartphone with Wireless Charging, Face ID, Dual Camera",True
P0077,Google Smartphone 357,Smartphones,Google,902.85,4.3,108,"Smartphone with 5G, Face ID",True
P0078,Apple Smartphone 806,Smartphones,Apple,942.88,5.0,388,"Smartphone with Dual Camera, 5G",False
P0079,Google Smartphone 637,Smartphones,Google,924.59,4.7,126,"Smartphone with 5G, Wireless Charging, Dual Camera",True
P0080,Samsung Smartphone 229,Smartphones,Samsung,502.27,4.3,367,"Smartphone with 5G, Wireless Charging, Dual Camera",True
P0081,OnePlus Smartphone 391,Smartphones,OnePlus,302.59,3.9,104,"Smartphone with Wireless Charging, Dual Camera, Face ID",True
P0082,Google Smartphone 941,Smartphones,Google,1141.06,4.4,47,"Smartphone with Wireless Charging, Dual Camera",True
P0083,Samsung Smartphone 411,Smartphones,Samsung,349.2,4.2,295,"Smartphone with Dual Camera, 5G",False
P0084,Xiaomi Smartphone 894,Smartphones,Xiaomi,796.13,4.5,450,"Smartphone with Wireless Charging, Dual Camera, Face ID",False
P0085,Google Smartphone 857,Smartphones,Google,768.63,4.1,118,"Smartphone with Dual Camera, Face ID",True
P0086,Apple Smartphone 176,Smartphones,Apple,357.06,4.3,240,"Smartphone with 5G, Dual Camera",False
P0087,Google Smartphone 389,Smartphones,Google,232.64,4.1,483,"Smartphone with 5G, Face ID, Wireless Charging",True
P0088,Xiaomi Smartphone 535,Smartphones,Xiaomi,861.18,4.7,86,"Smartphone with Dual Camera, Face ID",True
P0089,Samsung Smartphone 414,Smartphones,Samsung,271.41,4.0,362,"Smartphone with Wireless Charging, 5G, Dual Camera",True
P0090,OnePlus Smartphone 605,Smartphones,OnePlus,1142.68,4.4,465,"Smartphone with 5G, Face ID, Wireless Charging",False
P0091,Google Smartphone 334,Smartphones,Google,803.71,4.1,30,"Smartphone with Face ID, Wireless Charging",True
P0092,OnePlus Smartphone 384,Smartphones,OnePlus,718.96,4.4,426,"Smartphone with Wireless Charging, Face ID",False
P0093,Apple Smartphone 428,Smartphones,Apple,670.01,4.4,220,"Smartphone with Dual Camera, Wireless Charging",False
P0094,Google Smartphone 878,Smartphones,Google,862.58,4.3,171,"Smartphone with Wireless Charging, 5G",True
P0095,Google Smartphone 985,Smartphones,Google,315.92,4.4,37,"Smartphone with Wireless Charging, Dual Camera",True
P0096,Xiaomi Smartphone 740,Smartphones,Xiaomi,561.78,4.4,291,"Smartphone with 5G, Wireless Charging, Dual Camera",True
P0097,Google Smartphone 224,Smartphones,Google,638.12,4.3,91,"Smartphone with Dual Camera, Face ID",True
P0098,Xiaomi Smartphone 330,Smartphones,Xiaomi,213.67,4.1,341,"Smartphone with Wireless Charging, 5G",True
P0099,OnePlus Smartphone 822,Smartphones,OnePlus,1132.65,4.3,134,"Smartphone with Wireless Charging, Dual Camera, Face ID",False
P0100,Xiaomi Smartphone 713,Smartphones,Xiaomi,344.64,4.0,405,"Smartphone with 5G, Dual Camera",False
P0101,Google Smartphone 940,Smartphones,Google,1134.25,4.4,162,"Smartphone with Face ID, Wireless Charging",False
P0102,Samsung Smartphone 440,Smartphones,Samsung,646.55,4.2,367,"Smartphone with Wireless Charging, Dual Camera, 5G",True
P0103,Xiaomi Smartphone 520,Smartphones,Xiaomi,582.97,4.4,252,"Smartphone with Face ID, Wireless Charging",False
P0104,OnePlus Smartphone 767,Smartphones,OnePlus,1188.41,4.6,74,"Smartphone with Wireless Charging, 5G",True
P0105,Apple Smartphone 638,Smartphones,Apple,1074.19,4.7,219,"Smartphone with 5G, Face ID, Wireless Charging",True
P0106,Apple Smartphone 446,Smartphones,Apple,669.49,4.8,498,"Smartphone with 5G, Dual Camera, Face ID",True
P0107,OnePlus Smartphone 170,Smartphones,OnePlus,1072.38,4.1,392,"Smartphone with Face ID, 5G",True
P0108,OnePlus Smartphone 820,Smartphones,OnePlus,1178.34,4.6,365,"Smartphone with Wireless Charging, 5G",True
P0109,Apple Smartphone 400,Smartphones,Apple,245.99,4.7,135,"Smartphone with Face ID, Dual Camera, 5G",False
P0110,Xiaomi Smartphone 279,Smartphones,Xiaomi,881.8,4.2,359,"Smartphone with Wireless Charging, Face ID",True
P0111,OnePlus Smartphone 572,Smartphones,OnePlus,1112.83,4.2,470,"Smartphone with Wireless Charging, Dual Camera, 5G",False
P0112,Google Smartphone 552,Smartphones,Google,877.61,4.2,363,"Smartphone with Face ID, Wireless Charging, Dual Camera",True
P0113,OnePlus Smartphone 493,Smartphones,OnePlus,1045.3,4.2,302,"Smartphone with 5G, Wireless Charging, Dual Camera",True
P0114,Xiaomi Smartphone 122,Smartphones,Xiaomi,495.87,4.3,476,"Smartphone with Face ID, 5G, Wireless Charging",False
P0115,Google Smartphone 921,Smartphones,Google,975.74,4.2,327,"Smartphone with Dual Camera, Face ID, 5G",True
P0116,Samsung Smartphone 761,Smartphones,Samsung,828.25,4.6,27,"Smartphone with Face ID, Dual Camera",True
P0117,Samsung Smartphone 865,Smartphones,Samsung,290.13,4.1,412,"Smartphone with Dual Camera, 5G, Face ID",True
P0118,Xiaomi Smartphone 268,Smartphones,Xiaomi,701.79,4.3,421,"Smartphone with Wireless Charging, Dual Camera, Face ID",True
P0119,OnePlus Smartphone 331,Smartphones,OnePlus,1162.89,4.2,17,"Smartphone with Face ID, 5G, Dual Camera",True
P0120,Xiaomi Smartphone 866,Smartphones,Xiaomi,323.59,4.1,65,"Smartphone with Wireless Charging, Face ID, Dual Camera",True
P0121,OnePlus Smartphone 674,Smartphones,OnePlus,225.02,4.4,335,"Smartphone with Dual Camera, Face ID, 5G",False
P0122,Google Smartphone 146,Smartphones,Google,849.24,4.2,69,"Smartphone with Face ID, Dual Camera",True
P0123,Samsung Smartphone 564,Smartphones,Samsung,1087.26,4.2,463,"Smartphone with Wireless Charging, Face ID, 5G",False
P0124,Apple Smartphone 386,Smartphones,Apple,1033.69,4.8,237,"Smartphone with Face ID, 5G",False
P0125,Samsung Smartphone 802,Smartphones,Samsung,1055.45,4.2,151,"Smartphone with Face ID, 5G, Dual Camera",True
P0126,Apple Smartphone 193,Smartphones,Apple,1149.01,4.9,412,"Smartphone with 5G, Wireless Charging",True
P0127,Samsung Smartphone 310,Smartphones,Samsung,1188.82,4.6,120,"Smartphone with Dual Camera, Face ID",True
P0128,Google Smartphone 710,Smartphones,Google,974.37,4.6,76,"Smartphone with Face ID, 5G",True
P0129,Samsung Smartphone 234,Smartphones,Samsung,309.93,4.4,311,"Smartphone with Face ID, 5G",True
P0130,Apple Smartphone 859,Smartphones,Apple,374.25,4.2,253,"Smartphone with 5G, Face ID, Wireless Charging",False
P0131,Google Smartphone 615,Smartphones,Google,713.24,4.2,411,"Smartphone with 5G, Face ID",True
P0132,OnePlus Smartphone 590,Smartphones,OnePlus,843.34,4.1,261,"Smartphone with Wireless Charging, Face ID, 5G",False
P0133,Apple Smartphone 251,Smartphones,Apple,1099.27,4.6,329,"Smartphone with Dual Camera, Wireless Charging",True
P0134,OnePlus Smartphone 564,Smartphones,OnePlus,1194.63,4.4,446,"Smartphone with 5G, Face ID, Wireless Charging",True
P0135,OnePlus Smartphone 447,Smartphones,OnePlus,651.55,4.0,170,"Smartphone with Wireless Charging, Dual Camera, 5G",False
P0136,Google Smartphone 256,Smartphones,Google,865.11,4.3,57,"Smartphone with 5G, Wireless Charging, Face ID",False
P0137,Apple Smartphone 233,Smartphones,Apple,944.59,4.6,72,"Smartphone with Face ID, Wireless Charging",False
P0138,Google Smartphone 533,Smartphones,Google,1073.61,4.7,169,"Smartphone with Face ID, Wireless Charging",True
P0139,Apple Smartphone 772,Smartphones,Apple,777.92,4.5,442,"Smartphone with Dual Camera, 5G, Wireless Charging",True
P0140,Apple Smartphone 926,Smartphones,Apple,962.61,4.7,24,"Smartphone with 5G, Face ID, Dual Camera",True
P0141,Google Smartphone 447,Smartphones,Google,902.7,4.3,299,"Smartphone with 5G, Wireless Charging, Face ID",False
P0142,Apple Smartphone 131,Smartphones,Apple,341.87,4.6,224,"Smartphone with Dual Camera, Wireless Charging",False
P0143,Google Smartphone 432,Smartphones,Google,357.41,4.1,90,"Smartphone with 5G, Wireless Charging",True
P0144,Apple Smartphone 597,Smartphones,Apple,472.1,4.6,396,"Smartphone with Wireless Charging, Dual Camera, 5G",True
P0145,Google Smartphone 794,Smartphones,Google,629.91,4.1,212,"Smartphone with Face ID, 5G, Wireless Charging",True
P0146,Apple Smartphone 885,Smartphones,Apple,404.42,4.8,177,"Smartphone with Face ID, Dual Camera",True
P0147,Apple Smartphone 232,Smartphones,Apple,697.39,4.5,46,"Smartphone with Dual Camera, Face ID, Wireless Charging",False
P0148,Apple Smartphone 179,Smartphones,Apple,636.22,4.5,373,"Smartphone with Wireless Charging, Face ID, Dual Camera",False
P0149,Google Smartphone 432,Smartphones,Google,315.17,3.9,480,"Smartphone with Wireless Charging, Face ID",True
P0150,Apple Smartphone 546,Smartphones,Apple,636.71,4.3,391,"Smartphone with 5G, Dual Camera, Face ID",True
P0151,Samsung Smartphone 622,Smartphones,Samsung,533.07,4.0,189,"Smartphone with Dual Camera, Wireless Charging",True
P0152,Samsung Smartphone 277,Smartphones,Samsung,302.8,4.1,497,"Smartphone with 5G, Wireless Charging",False
P0153,OnePlus Smartphone 559,Smartphones,OnePlus,954.45,4.6,44,"Smartphone with Face ID, 5G, Dual Camera",False
P0154,OnePlus Smartphone 705,Smartphones,OnePlus,831.39,4.6,47,"Smartphone with Face ID, Wireless Charging",True
P0155,OnePlus Smartphone 951,Smartphones,OnePlus,651.91,3.9,324,"Smartphone with 5G, Face ID, Wireless Charging",False
P0156,OnePlus Smartphone 856,Smartphones,OnePlus,780.33,4.7,343,"Smartphone with Wireless Charging, Face ID",True
P0157,Google Smartphone 163,Smartphones,Google,805.01,4.4,268,"Smartphone with 5G, Dual Camera, Wireless Charging",True
P0158,Apple Smartphone 549,Smartphones,Apple,447.74,4.5,479,"Smartphone with Face ID, Dual Camera",True
P0159,OnePlus Smartphone 712,Smartphones,OnePlus,608.77,4.1,178,"Smartphone with Face ID, 5G",True
P0160,Xiaomi Smartphone 841,Smartphones,Xiaomi,878.38,4.3,308,"Smartphone with Face ID, 5G",True
P0161,Google Smartphone 778,Smartphones,Google,510.23,4.3,168,"Smartphone with Dual Camera, Face ID, 5G",False
P0162,Google Smartphone 948,Smartphones,Google,1013.18,4.5,195,"Smartphone with Wireless Charging, Face ID",True
P0163,Google Smartphone 449,Smartphones,Google,508.87,4.5,89,"Smartphone with Dual Camera, 5G, Face ID",True
P0164,Google Smartphone 889,Smartphones,Google,1044.43,4.2,77,"Smartphone with Face ID, Wireless Charging",False
P0165,Samsung Smartphone 889,Smartphones,Samsung,362.25,4.4,220,"Smartphone with Wireless Charging, 5G",True
P0166,Samsung Smartphone 870,Smartphones,Samsung,1169.59,4.5,168,"Smartphone with Dual Camera, Face ID, 5G",False
P0167,Samsung Smartphone 551,Smartphones,Samsung,567.84,4.5,92,"Smartphone with Face ID, Dual Camera, Wireless Charging",True
P0168,Xiaomi Smartphone 756,Smartphones,Xiaomi,338.4,4.1,374,"Smartphone with Face ID, Wireless Charging, 5G",True
P0169,Google Smartphone 560,Smartphones,Google,283.88,4.0,494,"Smartphone with Wireless Charging, 5G",True
P0170,OnePlus Smartphone 524,Smartphones,OnePlus,1084.63,4.7,201,"Smartphone with Wireless Charging, Face ID",True
P0171,OnePlus Smartphone 128,Smartphones,OnePlus,1194.53,4.3,415,"Smartphone with 5G, Face ID, Dual Camera",True
P0172,Samsung Smartphone 583,Smartphones,Samsung,238.3,4.5,325,"Smartphone with Wireless Charging, Dual Camera",True
P0173,Apple Smartphone 253,Smartphones,Apple,219.0,4.3,164,"Smartphone with 5G, Dual Camera, Wireless Charging",True
P0174,Apple Smartphone 737,Smartphones,Apple,438.44,4.6,315,"Smartphone with 5G, Wireless Charging, Dual Camera",True
P0175,Xiaomi Smartphone 398,Smartphones,Xiaomi,775.05,4.5,133,"Smartphone with 5G, Face ID, Dual Camera",False
P0176,Samsung Smartphone 469,Smartphones,Samsung,864.37,4.2,457,"Smartphone with 5G, Dual Camera",False
P0177,Apple Smartphone 359,Smartphones,Apple,835.67,5.0,186,"Smartphone with Face ID, 5G",True
P0178,Apple Smartphone 440,Smartphones,Apple,971.5,4.8,289,"Smartphone with 5G, Dual Camera",True
P0179,Samsung Smartphone 812,Smartphones,Samsung,1030.38,4.5,376,"Smartphone with Dual Camera, 5G, Face ID",False
P0180,Apple Smartphone 304,Smartphones,Apple,493.44,4.2,273,"Smartphone with Face ID, Dual Camera",False
P0181,Xiaomi Smartphone 762,Smartphones,Xiaomi,673.4,3.9,451,"Smartphone with Face ID, Dual Camera",True
P0182,Google Smartphone 547,Smartphones,Google,473.22,4.4,105,"Smartphone with Wireless Charging, Dual Camera, Face ID",False
P0183,OnePlus Smartphone 373,Smartphones,OnePlus,567.35,4.4,230,"Smartphone with Wireless Charging, 5G",True
P0184,Xiaomi Smartphone 435,Smartphones,Xiaomi,493.77,4.0,95,"Smartphone with Face ID, Dual Camera, Wireless Charging",False
P0185,Google Smartphone 461,Smartphones,Google,647.13,4.3,48,"Smartphone with Face ID, Wireless Charging, 5G",False
P0186,Google Smartphone 263,Smartphones,Google,713.09,4.5,357,"Smartphone with Dual Camera, Face ID",False
P0187,Apple Smartphone 760,Smartphones,Apple,326.23,4.3,319,"Smartphone with Face ID, Dual Camera, 5G",True
P0188,OnePlus Smartphone 881,Smartphones,OnePlus,1148.82,4.3,197,"Smartphone with Dual Camera, Face ID",False
P0189,Google Smartphone 216,Smartphones,Google,849.56,4.2,275,"Smartphone with Dual Camera, Wireless Charging",False
P0190,Xiaomi Smartphone 820,Smartphones,Xiaomi,317.76,4.4,365,"Smartphone with Dual Camera, Face ID, Wireless Charging",False
P0191,Apple Laptop 276,Laptops,Apple,771.46,4.3,351,"Laptop with SSD, Touchscreen, Backlit Keyboard",True
P0192,Apple Laptop 407,Laptops,Apple,1599.99,4.7,270,"Laptop with Backlit Keyboard, Long Battery",True
P0193,Apple Laptop 342,Laptops,Apple,2470.27,5.0,249,"Laptop with SSD, Backlit Keyboard, Touchscreen",True
P0194,ASUS Laptop 507,Laptops,ASUS,2268.49,4.2,74,"Laptop with Long Battery, Backlit Keyboard, SSD",True
P0195,Apple Laptop 452,Laptops,Apple,1399.95,4.7,231,"Laptop with Backlit Keyboard, SSD",True
P0196,Apple Laptop 265,Laptops,Apple,1536.2,4.7,443,"Laptop with Backlit Keyboard, Long Battery, Touchscreen",True
P0197,HP Laptop 381,Laptops,HP,892.6,4.6,283,"Laptop with Touchscreen, Long Battery",True
P0198,ASUS Laptop 694,Laptops,ASUS,1781.97,4.6,329,"Laptop with Backlit Keyboard, Touchscreen",True
P0199,ASUS Laptop 183,Laptops,ASUS,582.39,4.5,117,"Laptop with Touchscreen, Long Battery",False
P0200,ASUS Laptop 742,Laptops,ASUS,1777.98,4.5,422,"Laptop with Touchscreen, Backlit Keyboard, SSD",False
P0201,HP Laptop 261,Laptops,HP,1407.09,4.4,114,"Laptop with Long Battery, Backlit Keyboard, Touchscreen",True
P0202,ASUS Laptop 426,Laptops,ASUS,787.34,4.5,273,"Laptop with Long Battery, SSD, Backlit Keyboard",True
P0203,HP Laptop 560,Laptops,HP,983.48,4.1,35,"Laptop with Backlit Keyboard, SSD",True
P0204,Lenovo Laptop 986,Laptops,Lenovo,2228.33,4.5,379,"Laptop with Touchscreen, Long Battery",True
P0205,Dell Laptop 627,Laptops,Dell,2026.24,4.5,21,"Laptop with Long Battery, Backlit Keyboard, Touchscreen",True
P0206,Lenovo Laptop 320,Laptops,Lenovo,1510.89,4.8,263,"Laptop with SSD, Long Battery, Backlit Keyboard",False
P0207,HP Laptop 541,Laptops,HP,1573.38,4.7,197,"Laptop with Touchscreen, Long Battery",False
P0208,HP Laptop 675,Laptops,HP,590.48,4.0,157,"Laptop with Touchscreen, Long Battery",True
P0209,Lenovo Laptop 386,Laptops,Lenovo,1508.51,4.7,211,"Laptop with Backlit Keyboard, SSD",True
P0210,HP Laptop 247,Laptops,HP,1615.66,4.4,30,"Laptop with Long Battery, Touchscreen",True
P0211,Apple Laptop 585,Laptops,Apple,774.07,4.5,177,"Laptop with Backlit Keyboard, Touchscreen, SSD",True
P0212,Dell Laptop 962,Laptops,Dell,1285.91,4.4,372,"Laptop with Touchscreen, Long Battery, Backlit Keyboard",True
P0213,Lenovo Laptop 789,Laptops,Lenovo,2131.5,4.4,167,"Laptop with Long Battery, Touchscreen",True
P0214,ASUS Laptop 901,Laptops,ASUS,1449.18,4.6,255,"Laptop with SSD, Touchscreen",True
P0215,ASUS Laptop 961,Laptops,ASUS,1758.05,4.6,26,"Laptop with Backlit Keyboard, Touchscreen, SSD",True
P0216,Dell Laptop 255,Laptops,Dell,537.87,4.2,456,"Laptop with Backlit Keyboard, Long Battery, Touchscreen",True
P0217,Dell Laptop 778,Laptops,Dell,1537.37,4.5,245,"Laptop with Long Battery, Backlit Keyboard, SSD",True
P0218,ASUS Laptop 838,Laptops,ASUS,1208.57,4.5,152,"Laptop with Long Battery, SSD, Touchscreen",True
P0219,Dell Laptop 889,Laptops,Dell,2382.97,4.8,172,"Laptop with Backlit Keyboard, Touchscreen, Long Battery",False
P0220,HP Laptop 838,Laptops,HP,1620.98,4.8,468,"Laptop with Touchscreen, SSD, Backlit Keyboard",False
P0221,HP Laptop 397,Laptops,HP,2409.22,4.7,50,"Laptop with Touchscreen, Long Battery",True
P0222,Lenovo Laptop 319,Laptops,Lenovo,1811.94,4.6,366,"Laptop with Touchscreen, Long Battery",True
P0223,Dell Laptop 345,Laptops,Dell,718.45,4.4,473,"Laptop with SSD, Touchscreen",True
P0224,Dell Laptop 834,Laptops,Dell,604.98,4.2,12,"Laptop with SSD, Touchscreen, Long Battery",True
P0225,Lenovo Laptop 587,Laptops,Lenovo,1805.79,4.7,156,"Laptop with Backlit Keyboard, Long Battery, Touchscreen",True
P0226,Apple Laptop 856,Laptops,Apple,1804.6,4.6,461,"Laptop with Backlit Keyboard, Long Battery",True
P0227,Apple Laptop 607,Laptops,Apple,2494.34,4.7,14,"Laptop with Touchscreen, SSD",True
P0228,ASUS Laptop 443,Laptops,ASUS,1705.57,4.8,465,"Laptop with Long Battery, Touchscreen, Backlit Keyboard",True
P0229,ASUS Laptop 215,Laptops,ASUS,1436.04,4.1,341,"Laptop with Backlit Keyboard, Touchscreen, Long Battery",True
